common,tax,order,family,tribe,genus,species,taxon,location,ecosystem,country
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ol Jogi,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ol Pejeta,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ol Jogi,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ol Jogi,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ol Jogi,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ol Jogi,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Solio,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros ,bicornis,Diceros,Mugie,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Mugie,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Mugie,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ol Pejeta,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Mugie,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Mugie,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ol Jogi,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ol Jogi,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros ,bicornis,Diceros,Ol Jogi,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Mugie,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Mugie,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Mugie,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Mugie,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Mugie,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Mugie,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Mugie,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ol Pejeta,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Mugie,LAIK,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Mpala,LAIK,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Laikipia,LAIK,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Lewa,LAIK,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Laikipia,LAIK,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Lewa,LAIK,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Lewa,LAIK,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Lewa,LAIK,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Thomlinson,LAIK,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,El Karama,LAIK,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,El Karama,LAIK,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,El Karama,LAIK,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Ol Pejeta,LAIK,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,El Karama,LAIK,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,El Karama,LAIK,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,El Karama,LAIK,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Segera,LAIK,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Ol Pejeta,LAIK,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Jessel,LAIK,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Lewa,LAIK,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Laikipia,LAIK,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Lewa,LAIK,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Mpala,LAIK,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,El Karama,LAIK,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Mpala,LAIK,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Mpala,LAIK,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Mpala,LAIK,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Solio,LAIK,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Mogwooni,LAIK,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Mpala,LAIK,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Mpala,LAIK,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Mpala,LAIK,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Mpala,LAIK,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Mpala,LAIK,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Nanyuki,LAIK,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Mpala,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Kikisi Ranch,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Kikisi Ranch,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Kikisi Ranch,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Laikipia,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Laikipia,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Laikipia,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Laikipia,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Laikipia,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Engare  Narok,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Thomlinson,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Naipelen,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Laikipia,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Laikipia,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Laikipia,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Laikipia,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Laikipia,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Laikipia,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Laikipia,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Laikipia,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Laikipia,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Laikipia,LAIK,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Segera,LAIK,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Mpala,LAIK,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Mpala,LAIK,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Mpala,LAIK,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Engare Narok,LAIK,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Nanyuki,LAIK,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Nanyuki,LAIK,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Soit Ngiro,LAIK,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Mpala,LAIK,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Seremeit,LAIK,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Nanyuki,LAIK,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Seremeit,LAIK,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Soy Nhashi,LAIK,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Lewa,LAIK,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Mpala,LAIK,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Mpala,LAIK,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Lewa,LAIK,Kenya
Bohar reedbuck,Redunca redunca,Artiodactyla,Bovidae,Reduncini,Redunca,redunca,Reduncini,Ol Pejeta,LAIK,Kenya
Bohar reedbuck,Redunca redunca,Artiodactyla,Bovidae,Reduncini,Redunca,redunca,Reduncini,Nanyuki,LAIK,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Lewa,LAIK,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Laikipia,LAIK,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,El Karama,LAIK,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Laikipia,LAIK,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Mpala,LAIK,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Thomlinson,LAIK,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Laikipia,LAIK,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Mpala,LAIK,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Mukenya,LAIK,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Laikipia,LAIK,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Laikipia,LAIK,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Laikipia,LAIK,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Laikipia,LAIK,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Mpala,LAIK,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Mpala,LAIK,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Mpala,LAIK,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Laikipia,LAIK,Kenya
bushbuck,Tragelaphus scriptus,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,scriptus,Tragelaphini,Mpala,LAIK,Kenya
greater kudu,Tragelaphus strepsiceros,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,strepsiceros,Tragelaphini,Mpala,LAIK,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,QE NP,LEDW,Uganda
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,QE NP,LEDW,Uganda
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,QE NP,LEDW,Uganda
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,QE NP,LEDW,Uganda
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Lulimbi,LEDW,DR Congo
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Lulimbi,LEDW,DR Congo
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Ishango,LEDW,DR Congo
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Lulimbi,LEDW,DR Congo
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Lulimbi,LEDW,DR Congo
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,QE NP,LEDW,Uganda
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,QE NP,LEDW,Uganda
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,QE NP,LEDW,Uganda
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Ishango,LEDW,DR Congo
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,QE NP,LEDW,Uganda
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Ishango,LEDW,DR Congo
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Lulimbi,LEDW,DR Congo
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Lulimbi,LEDW,DR Congo
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium ,simum,Ceratotherium,QE NP,LEDW,Uganda
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium ,simum,Ceratotherium,QE NP,LEDW,Uganda
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium ,simum,Ceratotherium,QE NP,LEDW,Uganda
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Lulimbi,LEDW,DR Congo
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,QE NP,LEDW,Uganda
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Lulimbi,LEDW,DR Congo
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,QE NP,LEDW,Uganda
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Lulimbi,LEDW,DR Congo
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Lulimbi,LEDW,DR Congo
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,QE NP,LEDW,Uganda
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Ishango,LEDW,DR Congo
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,QE NP,LEDW,Uganda
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,QE NP,LEDW,Uganda
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,QE NP,LEDW,Uganda
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,QE NP,LEDW,Uganda
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,QE NP,LEDW,Uganda
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,QE NP,LEDW,Uganda
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,QE NP,LEDW,Uganda
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,QE NP,LEDW,Uganda
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Lulimbi,LEDW,DR Congo
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,QE NP,LEDW,Uganda
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Lulimbi,LEDW,DR Congo
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,QE NP,LEDW,Uganda
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,QE NP,LEDW,Uganda
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Lulimbi,LEDW,DR Congo
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,QE NP,LEDW,Uganda
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,QE NP,LEDW,Uganda
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,QE NP,LEDW,Uganda
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,QE NP,LEDW,Uganda
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,QE NP,LEDW,Uganda
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,QE NP,LEDW,Uganda
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,QE NP,LEDW,Uganda
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,QE NP,LEDW,Uganda
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,QE NP,LEDW,Uganda
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,QE NP,LEDW,Uganda
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,QE NP,LEDW,Uganda
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,QE NP,LEDW,Uganda
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,QE NP,LEDW,Uganda
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,QE NP,LEDW,Uganda
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Lulimbi,LEDW,DR Congo
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,QE NP,LEDW,Uganda
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,QE NP,LEDW,Uganda
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,QE NP,LEDW,Uganda
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,QE NP,LEDW,Uganda
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,QE NP,LEDW,Uganda
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,ishango,LEDW,DR Congo
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Lulimbi,LEDW,DR Congo
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Lulimbi,LEDW,DR Congo
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Ishango,LEDW,DR Congo
Ugandan kob,Kobus kob,Artiodactyla,Bovidae,Reduncini,Kobus,kob,Reduncini,QE NP,LEDW,Uganda
Ugandan kob,Kobus kob,Artiodactyla,Bovidae,Reduncini,Kobus,kob,Reduncini,QE NP,LEDW,Uganda
Ugandan kob,Kobus kob,Artiodactyla,Bovidae,Reduncini,Kobus,kob,Reduncini,QE NP,LEDW,Uganda
Ugandan kob,Kobus kob,Artiodactyla,Bovidae,Reduncini,Kobus,kob,Reduncini,QE NP,LEDW,Uganda
Ugandan kob,Kobus kob,Artiodactyla,Bovidae,Reduncini,Kobus,kob,Reduncini,QE NP,LEDW,Uganda
Ugandan kob,Kobus kob,Artiodactyla,Bovidae,Reduncini,Kobus,kob,Reduncini,QE NP,LEDW,Uganda
Ugandan kob,Kobus kob,Artiodactyla,Bovidae,Reduncini,Kobus,kob,Reduncini,Lulimbi,LEDW,DR Congo
Ugandan kob,Kobus kob,Artiodactyla,Bovidae,Reduncini,Kobus,kob,Reduncini,QE NP,LEDW,Uganda
Ugandan kob,Kobus kob,Artiodactyla,Bovidae,Reduncini,Kobus,kob,Reduncini,Ishango,LEDW,DR Congo
Ugandan kob,Kobus kob,Artiodactyla,Bovidae,Reduncini,Kobus,kob,Reduncini,Ishango,LEDW,DR Congo
Ugandan kob,Kobus kob,Artiodactyla,Bovidae,Reduncini,Kobus,kob,Reduncini,QE NP,LEDW,Uganda
Ugandan kob,Kobus kob,Artiodactyla,Bovidae,Reduncini,Kobus,kob,Reduncini,Ishango,LEDW,DR Congo
Ugandan kob,Kobus kob,Artiodactyla,Bovidae,Reduncini,Kobus,kob,Reduncini,Lulimbi,LEDW,DR Congo
Ugandan kob,Kobus kob,Artiodactyla,Bovidae,Reduncini,Kobus,kob,Reduncini,Ishango,LEDW,DR Congo
bushbuck,Tragelaphus scriptus,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,scriptus,Tragelaphini,Ishango,LEDW,DR Congo
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,La Lopé,LOPE,Gabon
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,La Lopé,LOPE,Gabon
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,La Lopé,LOPE,Gabon
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,La Lopé,LOPE,Gabon
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,La Lopé,LOPE,Gabon
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,La Lopé,LOPE,Gabon
